,lon,lat,station_info
706,-80.45988889,26.22913889,261300080280001
707,-80.5922222,26.22194444,261319080353201
708,-80.9534167,26.2585,261533080571600
709,-80.8303611,26.26025,261543080495000
710,-80.30663889,26.2814722,261710080190001
711,-81.0744444,26.30233333,261808081042800
712,-80.9793333,26.34375,262038080584600
713,-80.3125,26.36,262100080190001
714,-80.3509167,26.37125,262200080210001
715,-80.4115,26.28677778,262240080258001
716,-80.4552778,26.37638889,262258080273501
717,-80.3805,26.3871111,262300080220001
718,-80.3378611,26.42138889,262528080202700
719,-80.2909167,26.45960833,262750080175001
720,-80.2221111,26.49927778,263000080120001
721,-80.2344278,26.49966944,263050080145001
722,-80.3361028,26.5225472,263180080205001
723,-80.3538611,26.59377778,263537080211400
724,-80.9179804,26.76075867,264514080550700
725,-80.6129444,26.91719444,265501080364900
726,-80.16,26.98528333,265906080093500
727,-80.1548333,26.9914,265929080091800
728,-82.4740111,28.053175,280311082282601
729,-82.69063889,28.92527778,285531082412600
730,-85.2436111,29.88555556,295308085143700
731,-85.2547222,29.8897222,295323085151700
732,-81.6662048,30.1902405,301124081395901
733,-81.55814749,30.3860727,302309081333001
734,-87.6866524,30.27964626,02378185
735,-88.1433355,30.80296466,02471001
736,-88.1813906,30.50075106,02471078
737,-89.695,30.4625,02492511
738,-89.7797222,30.45638889,02492519
739,-89.7367304,30.385193,02492600
740,-89.7022306,30.29788889,02492700
741,-91.1915556,30.44566667,07374000
742,-89.8365833,29.93519444,073745235
743,-89.9069444,29.85888889,073745245
744,-89.977847,29.85715084,07374525
745,-89.9375,29.78416667,073745253
746,-89.7195065,29.7082661,073745257
747,-89.7039524,29.57076989,073745258
748,-89.5636694,29.63354395,07374526
